1 352.000000 4000.000000 15.125000 0.000000 180.679107 0.000000 0.000000 0.000000 1.000000 0.000000 180.679107 0.000000
2 352.000000 4292.000000 15.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
15 352.000000 -64.000000 15.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -90.000000 0.000000
9 88.000000 -112.000000 4.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
4 184.000000 4200.000000 15.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -90.000000 0.000000
4 -88.000000 4288.000000 15.125000 0.000000 -90.119400 0.000000 0.000000 0.000000 1.000000 0.000000 -90.119400 0.000000
1 448.000000 4368.000000 15.125000 0.000000 90.762001 0.000000 0.000000 0.000000 1.000000 0.000000 90.762001 0.000000
4 520.000000 4200.000000 15.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
4 792.000000 4288.000000 15.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
12 272.000000 160.000000 13.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -90.000000 0.000000
14 189.000000 156.000000 7.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
10 448.000000 280.000000 20.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
10 -80.000000 -64.000000 20.125000 0.000000 -1.403300 0.000000 0.000000 0.000000 1.000000 0.000000 -1.403300 0.000000
1 352.000000 4128.000000 15.125000 0.000000 0.762008 0.000000 0.000000 0.000000 1.000000 0.000000 0.762008 0.000000
1 256.001007 4368.000000 15.125000 0.000000 270.761993 0.000000 0.000000 0.000000 1.000000 0.000000 270.761993 0.000000
9 216.000000 -112.000000 4.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
9 488.000000 -112.000000 4.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
10 256.000000 280.000000 20.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
10 784.000000 -64.000000 20.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
18 125.000000 2108.000000 -319.000000 0.000000 539.000000 360.000000 0.000000 0.000000 1.000000 0.000000 539.000000 1.000000
9 616.000000 -112.000000 4.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
17 2538.000000 2110.000000 161.000000 0.000000 428.000000 360.000000 0.000000 0.000000 1.000000 0.000000 428.000000 1.000000
