1 -640.000000 -80.000000 1055.125000 0.000000 360.000000 0.000000 0.000000 0.000000 1.000000 0.000000 360.000000 0.000000
1 -640.000000 24.000000 1055.125000 0.000000 360.000000 0.000000 0.000000 0.000000 1.000000 0.000000 360.000000 0.000000
15 -3222.000000 -130.000000 237.125000 0.000000 16.131601 0.000000 0.000000 0.000000 1.000000 0.000000 16.131601 0.000000
9 -3326.500000 -162.994995 226.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 0.000000 270.000000 0.000000
10 -3176.000000 383.000000 306.250000 0.000000 170.423004 0.000000 0.000000 0.000000 1.000000 -349.559722 127.540710 0.000000
10 -3451.000000 -64.000198 370.250000 0.000000 108.225990 0.000000 0.000000 0.000000 1.000000 -339.844604 49.244655 0.000000
10 -3285.000000 273.000000 306.250000 0.000000 106.615997 0.000000 0.000000 0.000000 1.000000 -349.510101 443.309936 0.000000
10 -3439.000000 -131.000000 370.250000 0.000000 169.029006 0.000000 0.000000 0.000000 1.000000 -340.248474 56.652503 0.000000
9 -3326.500000 -59.000000 226.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 0.000000 270.000000 0.000000
12 -3196.000000 16.000000 235.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -90.000000 0.000000
14 -3195.000000 115.000000 229.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
18 -3151.000000 -739.000000 5.000000 0.000000 539.000000 360.000000 0.000000 0.000000 1.000000 0.000000 539.000000 1.000000
2 -804.000000 -31.874998 1055.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
17 -1034.000000 792.000000 -250.000000 0.000000 266.000000 360.000000 0.000000 -0.025450 0.999676 0.000000 266.000000 1.000000
